,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,wbEconomy,wbCode,wbRegion,wbIncome_group,wbLending category,wbOther (EMU or HIPC)
48304,LSO,Africa,Lesotho,2021-06-15,10923.0,0.0,12.0,326.0,0.0,0.0,5098.84,0.0,5.602,152.17600000000002,0.0,0.0,1.27,,,,,,,,,,,,,,,,,,,,,,435.0,,,,203.0,,2142252.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,Lesotho,LSO,Sub-Saharan Africa,3_Lower middle income,IDA,
48783,LBR,Africa,Liberia,2021-06-15,2575.0,0.0,40.714,94.0,0.0,0.857,509.12699999999995,0.0,8.05,18.586,0.0,0.16899999999999998,1.88,,,,,,,,,,,,,,,,,,67437.0,66884.0,553.0,1847.0,519.0,1.33,1.32,0.01,103.0,43.52,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,Liberia,LBR,Sub-Saharan Africa,4_Low income,IDA,HIPC
49274,LBY,Africa,Libya,2021-06-15,189555.0,271.0,232.429,3166.0,1.0,2.4290000000000003,27586.535,39.439,33.826,460.75800000000004,0.146,0.353,1.02,,,,,,,,,3729.0,,,0.5429999999999999,,,,,samples tested,,,,,5365.0,,,,781.0,50.93,6871287.0,3.623,29.0,4.4239999999999995,2.8160000000000003,17881.509,,341.86199999999997,10.43,,,,3.7,72.91,0.7240000000000001,,Libya,LBY,Middle East & North Africa,2_Upper middle income,IBRD,
49765,LIE,Europe,Liechtenstein,2021-06-15,3026.0,0.0,0.5710000000000001,59.0,0.0,0.14300000000000002,79345.517,0.0,14.984000000000002,1547.0539999999999,0.0,3.7460000000000004,0.6,,,,,,,,,128.0,49327.0,1293.4160000000002,3.3560000000000003,149.0,3.907,0.006999999999999999,142.9,tests performed,28046.0,17588.0,10458.0,557.0,405.0,73.54,46.12,27.42,10620.0,,38137.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,Liechtenstein,LIE,Europe & Central Asia,1_High income,,
50260,LTU,Europe,Lithuania,2021-06-15,277942.0,130.0,169.0,4348.0,6.0,4.428999999999999,102098.56300000001,47.754,62.08,1597.184,2.204,1.6269999999999998,0.5,,,309.0,113.507,,,,,14112.0,3765552.0,1383.229,5.184,15092.0,5.544,0.012,83.3,tests performed,1997653.0,1184637.0,813016.0,26228.0,20275.0,73.38,43.52,29.87,7448.0,44.44,2722291.0,45.135,43.5,19.002,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,,6.56,75.93,0.882,,Lithuania,LTU,Europe & Central Asia,1_High income,,EMU
50760,LUX,Europe,Luxembourg,2021-06-15,70466.0,21.0,25.0,818.0,0.0,0.0,112569.811,33.548,39.938,1306.759,0.0,0.0,0.65,2.0,3.195,8.0,12.78,,,,,7143.0,3002812.0,4797.008,11.411,6529.0,10.43,0.004,261.2,tests performed,446564.0,270860.0,175704.0,6932.0,6927.0,71.34,43.27,28.07,11066.0,41.67,625976.0,231.447,39.7,14.312000000000001,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.9159999999999999,,Luxembourg,LUX,Europe & Central Asia,1_High income,,EMU
50910,MAC,Asia,Macao,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261228.0,181797.0,80656.0,5672.0,6493.0,40.23,28.0,12.42,9999.0,28.7,649342.0,20546.766,39.2,9.798,4.9910000000000005,104861.851,,,,,,,,84.24,,,"Macao SAR, China",MAC,East Asia & Pacific,1_High income,,
51385,MDG,Africa,Madagascar,2021-06-15,41966.0,18.0,29.714000000000002,891.0,2.0,2.8569999999999998,1515.509,0.65,1.073,32.176,0.07200000000000001,0.10300000000000001,0.68,,,,,,,,,598.0,210637.0,7.607,0.022000000000000002,496.0,0.018000000000000002,0.06,16.7,tests performed,150329.0,150329.0,,13544.0,10256.0,0.54,0.54,,370.0,67.59,27691019.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,Madagascar,MDG,Sub-Saharan Africa,4_Low income,IDA,HIPC
51851,MWI,Africa,Malawi,2021-06-15,34588.0,24.0,25.429000000000002,1162.0,3.0,0.5710000000000001,1808.0539999999999,1.255,1.329,60.742,0.157,0.03,1.81,,,,,,,,,,,,,,,,,,387363.0,373577.0,13786.0,6106.0,3442.0,2.02,1.95,0.07,180.0,37.04,19129955.0,197.519,18.1,2.9789999999999996,1.7830000000000001,1095.042,71.4,227.34900000000002,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,Malawi,MWI,Sub-Saharan Africa,4_Low income,IDA,HIPC
52381,MYS,Asia,Malaysia,2021-06-15,667876.0,5419.0,5746.286,4069.0,101.0,76.143,20635.112,167.429,177.541,125.71799999999999,3.1210000000000004,2.353,0.94,,,,,,,,,,,,,87471.0,2.7030000000000003,0.066,15.2,people tested,4904109.0,3435420.0,1468689.0,215876.0,159141.0,15.15,10.61,4.54,4917.0,78.7,32365998.0,96.25399999999999,29.9,6.292999999999999,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,Malaysia,MYS,East Asia & Pacific,2_Upper middle income,IBRD,
52868,MDV,Asia,Maldives,2021-06-15,70897.0,224.0,289.286,198.0,0.0,1.286,131159.096,414.399,535.177,366.29900000000004,0.0,2.379,0.6,,,,,,,,,4644.0,953835.0,1764.59,8.591000000000001,4596.0,8.503,0.063,15.9,samples tested,494794.0,314538.0,180256.0,1164.0,942.0,91.54,58.19,33.35,1743.0,,540542.0,1454.433,30.6,4.12,2.875,15183.616000000002,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,Maldives,MDV,South Asia,2_Upper middle income,IDA,
53338,MLI,Africa,Mali,2021-06-15,14356.0,4.0,4.571000000000001,523.0,0.0,0.429,708.909,0.198,0.226,25.826,0.0,0.021,0.92,,,,,,,,,,,,,,,,,,,,,,1846.0,,,,91.0,44.44,20250834.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,Mali,MLI,Sub-Saharan Africa,4_Low income,IDA,HIPC
53856,MLT,Europe,Malta,2021-06-15,30582.0,0.0,1.429,419.0,0.0,0.0,69262.285,0.0,3.235,948.954,0.0,0.0,0.64,,,,,,,,,1526.0,955643.0,2164.346,3.4560000000000004,1666.0,3.773,0.001,1165.9,tests performed,604033.0,344272.0,270754.0,7959.0,5616.0,136.8,77.97,61.32,12719.0,52.78,441539.0,1454.037,42.4,19.426,11.324000000000002,36513.323,0.2,168.71099999999998,8.83,20.9,30.2,,4.485,82.53,0.895,,Malta,MLT,Middle East & North Africa,1_High income,,EMU
54109,MHL,Oceania,Marshall Islands,2021-06-15,4.0,0.0,0.0,,,0.0,67.574,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59194.0,295.15,,,,3819.202,,557.793,30.53,,,82.50200000000001,2.7,73.7,0.7040000000000001,,Marshall Islands,MHL,East Asia & Pacific,2_Upper middle income,IDA,
54590,MRT,Africa,Mauritania,2021-06-15,20151.0,42.0,36.571,477.0,1.0,1.0,4333.865,9.033,7.865,102.588,0.215,0.215,0.99,,,,,,,,,,,,,,,,,,49235.0,42333.0,6902.0,2532.0,804.0,1.06,0.91,0.15,173.0,39.81,4649660.0,4.289,20.3,3.138,1.7919999999999998,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,Mauritania,MRT,Sub-Saharan Africa,3_Lower middle income,IDA,HIPC
55067,MUS,Africa,Mauritius,2021-06-15,1701.0,0.0,34.714,18.0,0.0,0.0,1337.509,0.0,27.296,14.154000000000002,0.0,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,11968.0,,,,9411.0,80.56,1271767.0,622.962,37.4,10.945,5.8839999999999995,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,Mauritius,MUS,Sub-Saharan Africa,2_Upper middle income,IBRD,
55621,MEX,North America,Mexico,2021-06-15,2459601.0,4250.0,3084.2859999999996,230428.0,241.0,189.71400000000003,19076.619,32.963,23.921999999999997,1787.195,1.869,1.4709999999999999,1.12,,,,,,,,,16838.0,6875941.0,53.33,0.131,13217.0,0.10300000000000001,0.21899999999999997,4.6,people tested,38248562.0,26665789.0,15383285.0,445100.0,440331.0,29.67,20.68,11.93,3415.0,44.44,128932753.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,75.05,0.779,,Mexico,MEX,Latin America & Caribbean,2_Upper middle income,IBRD,
55789,FSM,Oceania,Micronesia (country),2021-06-15,1.0,0.0,0.0,,,0.0,8.693999999999999,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115021.0,150.77700000000002,23.0,4.81,2.392,3299.4640000000004,16.0,454.343,12.02,,,,,67.88,0.62,,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,3_Lower middle income,IDA,
56276,MDA,Europe,Moldova,2021-06-15,255878.0,48.0,48.143,6156.0,2.0,2.1430000000000002,63430.924000000006,11.899000000000001,11.934000000000001,1526.043,0.496,0.531,0.95,,,,,,,,,,1181446.0,292.875,,4749.0,1.177,0.01,98.6,tests performed,556597.0,388808.0,167789.0,17718.0,9369.0,13.8,9.64,4.16,2323.0,67.59,4033963.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.50199999999995,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,Moldova,MDA,Europe & Central Asia,2_Upper middle income,IBRD,
56771,MCO,Europe,Monaco,2021-06-15,2532.0,6.0,3.0,33.0,0.0,0.0,64519.417,152.89,76.445,840.893,0.0,0.0,1.54,,,,,,,,,,,,,,,,,,,,,,224.0,,,,5708.0,50.93,39244.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,Monaco,MCO,Europe & Central Asia,1_High income,,
57256,MNG,Asia,Mongolia,2021-06-15,83128.0,4781.0,2202.571,389.0,20.0,10.142999999999999,25357.107000000004,1458.381,671.8660000000001,118.65899999999999,6.101,3.094,1.33,,,,,,,,,11557.0,3083418.0,940.556,3.525,10511.0,3.2060000000000004,0.21,4.8,samples tested,3565805.0,1897956.0,1667849.0,13017.0,12097.0,108.77,57.89,50.88,3690.0,59.26,3278292.0,1.98,28.6,4.031000000000001,2.421,11840.846000000001,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,Mongolia,MNG,East Asia & Pacific,3_Lower middle income,IBRD,
57734,MNE,Europe,Montenegro,2021-06-15,99988.0,24.0,20.0,1602.0,0.0,0.857,159200.843,38.213,31.844,2550.7039999999997,0.0,1.365,0.73,,,,,,,,,,,,,,,,,,265964.0,145636.0,120328.0,2531.0,2492.0,42.35,23.19,19.16,3968.0,,628062.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.8290000000000001,,Montenegro,MNE,Europe & Central Asia,2_Upper middle income,IBRD,
58251,MAR,Africa,Morocco,2021-06-15,524475.0,476.0,353.14300000000003,9217.0,4.0,4.2860000000000005,14209.348999999998,12.895999999999999,9.568,249.71200000000002,0.10800000000000001,0.11599999999999999,1.12,,,,,,,,,12098.0,6122371.0,165.87,0.32799999999999996,8791.0,0.23800000000000002,0.04,24.9,people tested,16888377.0,9368046.0,7520331.0,198580.0,155672.0,45.75,25.38,20.37,4218.0,66.67,36910558.0,80.08,29.6,6.769,4.209,7485.013000000001,1.0,419.14599999999996,7.14,0.8,47.1,,1.1,76.68,0.6859999999999999,,Morocco,MAR,Middle East & North Africa,3_Lower middle income,IBRD,
58724,MOZ,Africa,Mozambique,2021-06-15,71651.0,83.0,69.429,842.0,1.0,0.429,2292.433,2.656,2.221,26.939,0.032,0.013999999999999999,1.63,,,,,,,,,,569683.0,18.227,,1099.0,0.035,0.063,15.8,units unclear,,,,,2235.0,,,,72.0,56.48,31255435.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.94199999999995,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,Mozambique,MOZ,Sub-Saharan Africa,4_Low income,IDA,HIPC
59192,MMR,Asia,Myanmar,2021-06-15,146051.0,225.0,210.28599999999997,3248.0,0.0,2.8569999999999998,2684.278,4.135,3.865,59.695,0.0,0.053,1.72,,,,,,,,,3199.0,2654252.0,48.783,0.059000000000000004,2744.0,0.05,0.077,13.0,samples tested,,,,,5075.0,,,,93.0,68.52,54409794.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.28699999999999,0.9,67.13,0.583,,Myanmar,MMR,East Asia & Pacific,3_Lower middle income,IDA,
59673,NAM,Africa,Namibia,2021-06-15,67021.0,1206.0,1029.5710000000001,1040.0,32.0,14.857000000000001,26376.708,474.63199999999995,405.19699999999995,409.301,12.594000000000001,5.847,1.39,,,,,,,,,3325.0,473457.0,186.333,1.3090000000000002,2974.0,1.17,0.34600000000000003,2.9,samples tested,107796.0,91797.0,15999.0,4191.0,2440.0,4.24,3.61,0.63,960.0,53.7,2540916.0,3.0780000000000003,22.0,3.552,2.085,9541.808,13.4,243.81099999999998,3.94,9.7,34.2,44.6,,63.71,0.6459999999999999,,Namibia,NAM,Sub-Saharan Africa,2_Upper middle income,IBRD,
59764,NRU,Oceania,Nauru,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,369.0,,10834.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,Nauru,NRU,East Asia & Pacific,1_High income,IBRD,
60286,NPL,Asia,Nepal,2021-06-15,612202.0,1681.0,2405.429,8506.0,41.0,58.286,21011.292999999998,57.693000000000005,82.556,291.933,1.4069999999999998,2.0,0.63,,,,,,,,,7449.0,3231612.0,110.912,0.256,9212.0,0.316,0.261,3.8,tests performed,3129621.0,2438127.0,691494.0,,41031.0,10.74,8.37,2.37,1408.0,80.56,29136808.0,204.43,25.0,5.809,3.2119999999999997,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,Nepal,NPL,South Asia,3_Lower middle income,IDA,
60783,NLD,Europe,Netherlands,2021-06-15,1702174.0,1050.0,1267.4289999999999,17994.0,1.0,3.1430000000000002,99339.75,61.278999999999996,73.968,1050.139,0.057999999999999996,0.183,0.62,250.0,14.59,395.0,23.052,,,,,,,,,19752.0,1.153,,,people tested,,,,,224936.0,,,,13127.0,67.59,17134873.0,508.54400000000004,43.2,18.779,11.880999999999998,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.9440000000000001,,Netherlands,NLD,Europe & Central Asia,1_High income,,EMU
60939,NCL,Oceania,New Caledonia,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101168.0,55277.0,45891.0,,346.0,35.44,19.36,16.07,1212.0,,285491.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,New Caledonia,NCL,East Asia & Pacific,1_High income,,
61434,NZL,Oceania,New Zealand,2021-06-15,2712.0,2.0,2.1430000000000002,26.0,0.0,0.0,562.395,0.415,0.444,5.392,0.0,0.0,0.81,,,,,,,,,2695.0,2200141.0,456.249,0.5589999999999999,4031.0,0.836,0.001,1881.0,tests performed,892944.0,568074.0,324870.0,22203.0,16505.0,18.52,11.78,6.74,3423.0,22.22,4822233.0,18.206,37.9,15.322000000000001,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.9309999999999999,,New Zealand,NZL,East Asia & Pacific,1_High income,,
61910,NIC,North America,Nicaragua,2021-06-15,7696.0,34.0,4.857,188.0,0.0,0.0,1161.739,5.132000000000001,0.733,28.379,0.0,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,6624554.0,51.667,27.3,5.445,3.5189999999999997,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,Nicaragua,NIC,Latin America & Caribbean,3_Lower middle income,IDA,HIPC
62385,NER,Africa,Niger,2021-06-15,5452.0,0.0,1.714,192.0,0.0,0.0,225.227,0.0,0.071,7.932,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1737.0,,,,72.0,19.44,24206636.0,16.955,15.1,2.553,1.3780000000000001,926.0,44.5,238.33900000000003,2.42,0.1,15.4,8.978,0.3,62.42,0.39399999999999996,,Niger,NER,Sub-Saharan Africa,4_Low income,IDA,HIPC
62881,NGA,Africa,Nigeria,2021-06-15,167095.0,17.0,25.285999999999998,2117.0,0.0,0.0,810.592,0.08199999999999999,0.12300000000000001,10.27,0.0,0.0,0.88,,,,,,,,,,,,,6959.0,0.034,0.004,275.2,samples tested,2659153.0,1978808.0,680345.0,,39399.0,1.29,0.96,0.33,191.0,47.22,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.454000000001,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,Nigeria,NGA,Sub-Saharan Africa,3_Lower middle income,Blend,
63379,MKD,Europe,North Macedonia,2021-06-15,155568.0,28.0,18.143,5472.0,0.0,1.429,74670.967,13.44,8.708,2626.5009999999997,0.0,0.6859999999999999,0.69,,,,,,,,,1337.0,834825.0,400.707,0.642,2588.0,1.242,0.006999999999999999,142.6,tests performed,458131.0,263083.0,195048.0,5707.0,6774.0,21.99,12.63,9.36,3251.0,,2083380.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,North Macedonia,MKD,Europe & Central Asia,2_Upper middle income,IBRD,
63878,NOR,Europe,Norway,2021-06-15,128499.0,222.0,177.857,789.0,0.0,0.7140000000000001,23702.871,40.95,32.806999999999995,145.539,0.0,0.132,0.83,,,47.0,8.67,,,,,17975.0,5934202.0,1094.62,3.3160000000000003,15180.0,2.8,0.012,85.3,people tested,3399858.0,2022201.0,1377657.0,39574.0,43844.0,62.71,37.3,25.41,8087.0,59.26,5421242.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.9570000000000001,,Norway,NOR,Europe & Central Asia,1_High income,,
64378,OMN,Asia,Oman,2021-06-15,238566.0,2126.0,1702.5710000000001,2565.0,33.0,18.714000000000002,46716.988,416.32199999999995,333.405,502.289,6.462000000000001,3.665,1.31,,,,,,,,,,,,,,,,,,720199.0,535578.0,184621.0,,24510.0,14.1,10.49,3.62,4800.0,41.67,5106622.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,Oman,OMN,Middle East & North Africa,1_High income,,
64877,PAK,Asia,Pakistan,2021-06-15,944065.0,1038.0,1133.4289999999999,21828.0,46.0,53.571000000000005,4273.87,4.699,5.131,98.81700000000001,0.20800000000000002,0.243,0.76,,,,,,,,,35039.0,13892289.0,62.891999999999996,0.159,38932.0,0.17600000000000002,0.028999999999999998,34.3,tests performed,11085787.0,8908051.0,3006048.0,,264273.0,5.02,4.03,1.36,1196.0,56.48,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,Pakistan,PAK,South Asia,3_Lower middle income,Blend,
65367,PSE,Asia,Palestine,2021-06-15,311948.0,258.0,200.571,3542.0,3.0,3.1430000000000002,61149.297,50.574,39.317,694.317,0.588,0.616,0.88,,,,,,,,,2924.0,,,0.573,2371.0,0.465,0.085,11.8,tests performed,,,,,6680.0,,,,1309.0,,5101416.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,West Bank and Gaza,PSE,Middle East & North Africa,3_Lower middle income,,
65853,PAN,North America,Panama,2021-06-15,389173.0,848.0,777.143,6452.0,1.0,6.2860000000000005,90195.579,196.53400000000002,180.112,1495.33,0.23199999999999998,1.4569999999999999,1.14,,,,,,,,,12168.0,2813831.0,652.14,2.82,11121.0,2.577,0.07,14.3,tests performed,1327999.0,891151.0,436848.0,33006.0,26049.0,30.78,20.65,10.12,6037.0,61.11,4314768.0,55.133,29.7,7.917999999999999,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,Panama,PAN,Latin America & Caribbean,2_Upper middle income,IBRD,
66328,PNG,Oceania,Papua New Guinea,2021-06-15,16682.0,0.0,40.571,165.0,0.0,0.14300000000000002,1864.53,0.0,4.535,18.442,0.0,0.016,0.67,,,,,,,,,,,,,,,,,,40736.0,40736.0,,,320.0,0.46,0.46,,36.0,61.11,8947027.0,18.22,22.6,3.8080000000000003,2.142,3823.1940000000004,,561.494,17.65,23.5,48.8,,,64.5,0.555,,Papua New Guinea,PNG,East Asia & Pacific,3_Lower middle income,Blend,
66816,PRY,South America,Paraguay,2021-06-15,396149.0,2667.0,2431.143,11069.0,115.0,132.0,55541.16099999999,373.921,340.853,1551.904,16.123,18.507,0.88,,,,,,,,,7316.0,1417653.0,198.75900000000001,1.026,8058.0,1.13,0.302,3.3,tests performed,540238.0,419318.0,120920.0,21374.0,18141.0,7.57,5.88,1.7,2543.0,49.07,7132530.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,Paraguay,PRY,Latin America & Caribbean,2_Upper middle income,IBRD,
67365,PER,South America,Peru,2021-06-15,2007477.0,3852.0,3211.143,189261.0,553.0,357.714,60884.58,116.82700000000001,97.39,5740.079000000001,16.772000000000002,10.849,0.98,,,,,,,,,11992.0,4295731.0,130.285,0.364,11200.0,0.34,0.078,12.8,tests performed,6040207.0,3818381.0,2221826.0,128973.0,162868.0,18.32,11.58,6.74,4940.0,75.93,32971846.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,Peru,PER,Latin America & Caribbean,2_Upper middle income,IBRD,
67890,PHL,Asia,Philippines,2021-06-15,1327431.0,5378.0,6665.429,22963.0,118.0,128.429,12113.687,49.078,60.826,209.553,1.077,1.172,0.99,,,,,,,,,49086.0,13390211.0,122.195,0.44799999999999995,49313.0,0.45,0.135,7.4,people tested,7368309.0,5392859.0,1975450.0,322929.0,150537.0,6.72,4.92,1.8,1374.0,71.76,109581085.0,351.87300000000005,25.2,4.803,2.661,7599.188,,370.43699999999995,7.07,7.8,40.8,78.46300000000001,1.0,71.23,0.718,,Philippines,PHL,East Asia & Pacific,3_Lower middle income,IBRD,
68381,POL,Europe,Poland,2021-06-15,2877819.0,211.0,298.57099999999997,74626.0,52.0,53.0,76039.026,5.575,7.888999999999999,1971.8020000000001,1.374,1.4,0.5,,,1962.0,51.841,,,,,57956.0,16342667.0,431.81300000000005,1.531,50773.0,1.3419999999999999,0.006,170.1,people tested,,,,,335460.0,,,,8864.0,53.7,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,Poland,POL,Europe & Central Asia,1_High income,IBRD,
68882,PRT,Europe,Portugal,2021-06-15,859045.0,973.0,773.2860000000001,17049.0,2.0,1.714,84247.29699999999,95.42299999999999,75.837,1672.01,0.196,0.168,1.34,79.0,7.747999999999999,346.0,33.933,,,,,55532.0,12489051.0,1224.812,5.446000000000001,41518.0,4.072,0.019,53.7,tests performed,7022801.0,4604192.0,2606867.0,93169.0,84775.0,68.87,45.15,25.57,8314.0,62.04,10196707.0,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,,3.39,82.05,0.8640000000000001,,Portugal,PRT,Europe & Central Asia,1_High income,,EMU
69377,QAT,Asia,Qatar,2021-06-15,220033.0,146.0,150.429,579.0,0.0,1.286,76372.238,50.676,52.213,200.968,0.0,0.446,0.83,,,,,,,,,5402.0,2090365.0,725.554,1.875,4816.0,1.672,0.031,32.0,people tested,2833984.0,1601801.0,1232183.0,20962.0,16759.0,98.37,55.6,42.77,5817.0,65.74,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,Qatar,QAT,Middle East & North Africa,1_High income,,
69875,ROU,Europe,Romania,2021-06-15,1079879.0,103.0,103.571,31957.0,96.0,114.571,56133.53,5.354,5.3839999999999995,1661.1670000000001,4.99,5.956,0.57,,,,,,,,,17532.0,8132876.0,422.75800000000004,0.9109999999999999,15511.0,0.8059999999999999,0.006999999999999999,149.8,tests performed,8600553.0,4580633.0,4245251.0,32325.0,37534.0,44.71,23.81,22.07,1951.0,42.59,19237682.0,85.12899999999999,43.0,17.85,11.69,23313.199,5.7,370.94599999999997,9.74,22.9,37.1,,6.892,76.05,0.828,,Romania,ROU,Europe & Central Asia,2_Upper middle income,IBRD,
70399,RUS,Europe,Russia,2021-06-15,5176051.0,14002.0,12809.286,125055.0,374.0,378.0,35468.326,95.947,87.774,856.926,2.563,2.59,1.25,,,,,,,,,269402.0,143625828.0,984.18,1.8459999999999999,349346.0,2.394,0.037000000000000005,27.3,tests performed,32907158.0,18550270.0,14356888.0,41452.0,230196.0,22.55,12.71,9.84,1577.0,49.07,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,Russian Federation,RUS,Europe & Central Asia,2_Upper middle income,IBRD,
70880,RWA,Africa,Rwanda,2021-06-15,28912.0,298.0,211.143,372.0,0.0,1.143,2232.206,23.008000000000003,16.302,28.721,0.0,0.08800000000000001,1.91,,,,,,,,,4715.0,1510426.0,116.615,0.364,5020.0,0.38799999999999996,0.042,23.8,samples tested,,,,,2180.0,,,,168.0,54.63,12952209.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,Rwanda,RWA,Sub-Saharan Africa,4_Low income,IDA,HIPC
71350,KNA,North America,Saint Kitts and Nevis,2021-06-15,209.0,54.0,18.0,,,0.0,3929.1620000000003,1015.19,338.397,,,0.0,1.19,,,,,,,,,,,,,,,,,,32415.0,22012.0,10403.0,,276.0,60.94,41.38,19.56,5189.0,,53192.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,St. Kitts and Nevis,KNA,Latin America & Caribbean,1_High income,IBRD,
71831,LCA,North America,Saint Lucia,2021-06-15,5186.0,6.0,5.428999999999999,80.0,0.0,0.0,28241.727000000003,32.675,29.563000000000002,435.661,0.0,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,258.0,,,,1405.0,,183629.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.20200000000001,1.3,76.2,0.759,,St. Lucia,LCA,Latin America & Caribbean,2_Upper middle income,Blend,
